unix_second,mean_cpu_power_mW,n_samples
1788276081,6076.6,5
1788276082,6050.6,5
1788276083,6087.6,5
1788276084,6082.6,5
1788276085,6056.6,5
1788276086,6069.6,5
1788276087,6043.5,4
1788276088,6210.8,5
1788276089,9193.6,5
1788276090,6038.2,5
1788276091,6073.8,5
1788276092,6151.8,5
1788276093,6203.0,5
1788276094,6265.4,5
1788276095,6306.0,4
1788276096,6351.0,5
1788276097,6387.2,5
1788276098,6409.0,5
1788276099,6446.0,5
1788276100,6467.6,5
1788276101,6471.4,5
1788276102,6481.0,5
1788276103,6478.4,5
1788276104,6476.0,4
1788276105,6487.2,5
1788276106,6466.4,5
1788276107,6470.2,5
1788276108,6462.6,5
1788276109,6467.8,5
1788276110,6424.0,5
1788276111,6411.0,5
1788276112,6386.2,4
1788276113,6377.4,5
1788276114,6350.0,5
1788276115,6332.8,5
1788276116,6303.2,5
1788276117,6285.6,5
1788276118,6242.0,5
1788276119,6262.8,5
1788276120,6238.0,5
1788276121,6240.2,4
1788276122,6219.6,5
1788276123,6210.8,5
1788276124,6186.4,5
1788276125,6186.8,5
1788276126,6168.4,5
1788276127,6151.6,5
1788276128,6144.6,5
1788276129,6099.2,4
1788276130,6104.0,5
1788276131,6074.6,5
1788276132,6059.6,5
1788276133,6053.0,5
1788276134,6039.0,5
1788276135,6026.6,5
1788276136,6009.0,5
1788276137,5984.2,4
1788276138,5977.0,5
1788276139,5946.2,5
1788276140,5927.8,5
1788276141,5191.8,5
1788276142,4962.0,5
1788276143,6003.0,5
1788276144,6096.4,5
1788276145,6038.0,5
1788276146,5990.0,4
1788276147,5930.8,5
1788276148,5883.4,5
1788276149,5837.0,5
1788276150,5845.2,5
1788276151,5806.6,5
1788276152,5800.0,5
1788276153,5793.0,5
1788276154,5781.8,5
1788276155,5703.0,5
1788276156,5711.2,4
1788276157,5694.0,5
1788276158,5720.6,5
1788276159,5703.0,5
1788276160,5744.4,5
1788276161,5744.0,5
1788276162,5753.8,5
1788276163,5765.6,5
1788276164,5786.0,5
1788276165,5809.6,5
1788276166,5829.0,5
1788276167,5848.0,4
1788276168,5868.0,5
1788276169,5882.6,5
1788276170,5895.8,5
1788276171,5911.0,5
1788276172,5931.8,5
1788276173,5972.6,5
1788276174,6001.8,5
1788276175,6035.0,5
1788276176,6065.0,5
1788276177,6083.5,4
1788276178,6100.6,5
1788276179,6138.0,5
1788276180,6163.2,5
1788276181,7708.6,5
1788276182,5949.6,5
1788276183,6027.4,5
1788276184,6102.6,5
1788276185,6199.8,5
1788276186,6257.2,5
1788276187,6331.5,4
1788276188,6384.6,5
1788276189,6435.6,5
1788276190,6476.0,5
1788276191,6514.8,5
1788276192,6544.4,5
1788276193,6579.6,5
1788276194,6589.8,5
1788276195,6620.8,5
1788276196,6611.0,4
1788276197,6623.0,5
1788276198,6627.6,5
1788276199,6629.8,5
1788276200,6627.4,5
1788276201,6622.0,5
1788276202,6615.0,5
1788276203,6621.6,5
1788276204,6606.8,5
1788276205,6587.4,5
1788276206,6607.2,4
1788276207,6566.2,5
1788276208,6555.2,5
1788276209,6532.6,5
1788276210,6506.8,5
1788276211,6479.8,5
1788276212,6441.0,5
1788276213,6422.0,5
1788276214,6401.4,5
1788276215,6415.4,5
1788276216,6240.5,4
1788276217,6246.4,5
1788276218,6212.2,5
1788276219,6177.6,5
1788276220,6144.2,5
1788276221,6123.2,5
1788276222,6104.2,5
1788276223,6091.4,5
1788276224,6084.2,5
1788276225,6068.0,4
1788276226,6078.6,5
1788276227,6051.8,5
1788276228,6035.8,5
1788276229,6031.6,5
1788276230,4201.4,5
1788276231,4990.6,5
1788276232,5148.6,5
1788276233,5161.6,5
1788276234,5194.0,4
1788276235,5233.6,5
1788276236,5239.0,5
1788276237,7082.8,5
1788276238,5247.6,5
1788276239,5235.4,5
1788276240,5232.8,5
1788276241,5242.2,5
1788276242,5228.0,5
1788276243,5227.0,5
1788276244,5251.5,4
1788276245,5243.6,5
1788276246,5214.6,5
1788276247,5229.8,5
1788276248,5245.0,5
1788276249,5232.6,5
1788276250,5215.8,5
1788276251,5222.4,5
1788276252,5230.6,5
1788276253,5215.8,5
1788276254,5174.6,5
1788276255,5163.5,4
1788276256,5154.4,5
1788276257,5167.2,5
1788276258,5181.8,5
1788276259,5155.6,5
1788276260,5186.8,5
1788276261,5160.6,5
1788276262,5159.2,5
1788276263,5166.8,5
1788276264,5169.8,5
1788276265,5144.5,4
1788276266,5170.6,5
1788276267,5195.8,5
1788276268,5138.6,5
1788276269,5177.6,5
1788276270,5157.0,5
1788276271,5628.0,5
1788276272,5159.4,5
1788276273,5148.6,5
1788276274,5155.2,5
1788276275,5156.2,4
1788276276,14460.0,5
1788276277,10567.0,5
1788276278,9749.0,5
1788276279,9103.6,5
1788276280,8288.2,5
1788276281,7811.8,5
1788276282,7497.2,5
1788276283,7391.8,5
1788276284,6932.4,5
1788276285,6774.8,4
1788276286,6653.4,5
1788276287,6539.4,5
1788276288,6437.2,5
1788276289,6338.4,5
1788276290,6274.6,5
1788276291,6271.2,5
1788276292,6203.2,5
1788276293,6006.2,5
1788276294,5945.5,4
1788276295,5894.0,5
1788276296,5842.2,5
1788276297,5784.4,5
1788276298,5754.8,5
1788276299,5713.8,5
1788276300,5669.0,5
1788276301,5637.4,5
1788276302,5597.8,5
1788276303,5570.4,5
1788276304,5547.0,4
1788276305,5524.0,5
1788276306,5479.0,5
1788276307,5472.2,5
1788276308,5448.8,5
1788276309,5428.2,5
1788276310,5402.2,5
1788276311,5384.0,5
1788276312,5374.2,5
1788276313,5350.2,4
1788276314,5351.4,5
1788276315,5323.4,5
1788276316,5313.6,5
1788276317,5289.6,5
1788276318,5288.6,5
1788276319,5285.6,5
1788276320,5261.6,5
1788276321,5267.4,5
1788276322,5256.8,4
1788276323,5271.8,5
1788276324,5260.4,5
1788276325,4919.2,5
1788276326,3870.0,5
1788276327,5531.6,5
1788276328,5584.4,5
1788276329,5581.4,5
1788276330,5542.2,5
1788276331,5508.8,5
1788276332,5507.0,4
1788276333,5508.8,5
1788276334,5496.6,5
1788276335,5503.2,5
1788276336,5463.4,5
1788276337,5438.2,5
1788276338,5432.2,5
1788276339,5457.4,5
1788276340,5486.0,5
1788276341,5523.2,5
1788276342,5529.0,5
1788276343,5560.0,4
1788276344,5574.8,5
1788276345,5606.8,5
1788276346,5634.8,5
1788276347,5672.8,5
1788276348,5697.6,5
1788276349,5749.2,5
1788276350,5707.0,5
1788276351,5736.8,5
1788276352,5717.0,5
1788276353,5797.0,4
1788276354,5907.0,5
1788276355,5911.2,5
1788276356,5924.0,5
1788276357,5931.0,5
1788276358,5951.8,5
1788276359,6104.0,5
1788276360,6063.6,5
1788276361,6061.4,5
1788276362,6044.4,5
1788276363,6064.8,4
1788276364,6079.0,5
1788276365,6056.4,5
1788276366,6056.8,5
1788276367,6083.8,5
1788276368,6076.0,5
1788276369,6103.6,5
1788276370,6066.0,5
1788276371,9421.4,5
1788276372,6148.0,5
1788276373,6209.0,4
1788276374,6269.4,5
1788276375,6336.0,5
1788276376,6395.2,5
1788276377,6440.6,5
1788276378,6494.4,5
1788276379,6519.0,5
1788276380,6553.2,5
1788276381,6588.4,5
1788276382,6603.8,4
1788276383,6598.6,5
1788276384,6603.8,5
1788276385,6611.0,5
1788276386,6609.2,5
1788276387,6598.4,5
1788276388,6609.4,5
1788276389,6586.6,5
1788276390,6583.0,4
1788276391,6567.4,5
1788276392,6562.0,5
1788276393,6543.6,5
1788276394,6514.0,5
1788276395,6508.0,5
1788276396,6462.4,5
1788276397,6447.6,5
1788276398,6431.0,5
1788276399,6413.5,4
1788276400,6409.8,5
1788276401,6424.4,5
1788276402,6401.2,5
1788276403,6378.8,5
1788276404,6366.6,5
1788276405,6339.2,5
1788276406,6339.4,5
1788276407,6318.2,4
1788276408,6309.0,5
1788276409,6284.8,5
1788276410,6273.4,5
1788276411,6250.8,5
1788276412,6225.8,5
1788276413,6213.0,5
1788276414,6202.4,5
1788276415,6182.8,4
1788276416,6171.2,5
1788276417,6152.6,5
1788276418,6147.2,5
1788276419,6109.0,5
1788276420,6091.4,5
1788276421,6091.4,5
1788276422,6070.4,5
1788276423,6054.2,4
1788276424,4785.4,5
1788276425,5522.6,5
1788276426,6273.0,5
1788276427,6192.2,5
1788276428,6139.0,5
1788276429,6076.0,5
1788276430,6016.8,5
1788276431,5981.2,5
1788276432,5934.2,5
1788276433,5896.2,4
1788276434,5878.8,5
1788276435,5865.0,5
1788276436,5863.6,5
1788276437,5856.8,5
1788276438,5855.6,5
1788276439,5853.4,5
1788276440,5858.2,5
1788276441,5865.4,5
1788276442,5880.8,5
1788276443,6135.8,5
1788276444,5847.2,4
1788276445,5835.0,5
1788276446,5846.6,5
1788276447,5860.0,5
1788276448,5875.8,5
1788276449,5900.6,5
1788276450,5928.4,5
1788276451,6041.0,5
1788276452,5878.6,5
1788276453,6003.8,5
1788276454,6024.2,4
1788276455,6059.8,5
1788276456,6095.0,5
1788276457,6101.8,5
1788276458,6072.6,5
1788276459,6118.8,5
1788276460,6154.6,5
1788276461,6200.8,5
1788276462,6193.4,5
1788276463,7636.6,5
1788276464,6567.8,4
1788276465,6078.2,5
1788276466,6159.8,5
1788276467,6233.8,5
1788276468,6325.2,5
1788276469,6390.2,5
1788276470,6454.2,5
1788276471,6514.6,5
1788276472,6563.2,5
1788276473,6597.0,4
1788276474,6636.2,5
1788276475,6646.6,5
1788276476,6683.6,5
1788276477,6708.6,5
1788276478,6720.0,5
1788276479,6745.8,5
1788276480,6758.0,5
1788276481,6747.6,5
1788276482,6746.2,5
1788276483,6745.0,4
1788276484,6760.8,5
1788276485,6764.8,5
1788276486,6751.6,5
1788276487,6719.6,5
1788276488,6725.2,5
1788276489,6680.0,5
1788276490,6682.0,5
1788276491,6648.4,5
1788276492,6610.8,4
1788276493,6585.6,5
1788276494,6576.4,5
1788276495,6560.8,5
1788276496,6517.2,5
1788276497,6522.4,5
1788276498,6486.0,5
1788276499,6484.8,5
1788276500,6444.6,5
1788276501,6440.4,5
1788276502,6427.0,4
1788276503,6420.2,5
1788276504,6386.8,5
1788276505,6371.8,5
1788276506,6342.0,5
1788276507,6317.8,5
1788276508,6304.2,5
1788276509,6288.0,5
1788276510,6242.2,5
1788276511,5948.0,4
1788276512,3943.2,5
1788276513,5170.8,5
1788276514,5161.8,5
1788276515,5179.4,5
1788276516,5243.2,5
1788276517,5222.4,5
1788276518,5213.4,5
1788276519,5230.2,5
1788276520,5228.4,5
1788276521,5292.8,5
1788276522,5232.2,4
1788276523,5212.4,5
1788276524,5222.0,5
1788276525,5225.6,5
1788276526,5235.2,5
1788276527,5264.6,5
1788276528,5222.8,5
1788276529,5244.2,5
1788276530,5232.2,5
1788276531,5202.4,5
1788276532,5229.2,5
1788276533,5213.2,4
1788276534,5205.4,5
1788276535,5180.4,5
1788276536,5141.4,5
1788276537,5157.0,5
1788276538,5164.6,5
1788276539,5166.4,5
1788276540,5184.2,5
1788276541,5188.4,5
1788276542,5161.6,5
1788276543,5163.5,4
1788276544,5158.2,5
1788276545,5171.4,5
1788276546,5172.4,5
1788276547,5147.2,5
1788276548,5149.4,5
1788276549,5163.8,5
1788276550,5158.0,5
1788276551,5153.4,5
1788276552,5168.6,5
1788276553,5161.2,5
1788276554,5181.5,4
1788276555,5160.4,5
1788276556,5137.8,5
1788276557,6745.4,5
1788276558,18439.0,5
1788276559,15070.2,5
1788276560,13552.0,5
1788276561,12255.8,5
1788276562,10884.4,5
1788276563,10269.0,5
1788276564,9393.2,4
1788276565,9119.4,5
1788276566,8496.2,5
1788276567,8074.4,5
1788276568,7797.8,5
1788276569,7553.4,5
1788276570,7497.8,5
1788276571,7263.6,5
1788276572,6997.6,5
1788276573,6849.4,5
1788276574,6744.8,4
1788276575,6659.8,5
1788276576,6548.2,5
1788276577,6451.6,5
1788276578,6500.6,5
1788276579,6301.0,5
1788276580,6113.4,5
1788276581,6047.4,5
1788276582,5990.0,5
1788276583,5922.4,5
1788276584,5878.0,4
1788276585,5817.8,5
1788276586,5761.8,5
1788276587,5725.2,5
1788276588,5666.0,5
1788276589,5631.0,5
1788276590,5583.8,5
1788276591,5540.6,5
1788276592,5515.6,5
1788276593,5482.8,4
1788276594,5456.0,5
1788276595,5423.0,5
1788276596,5401.8,5
1788276597,5379.8,5
1788276598,5360.0,5
1788276599,5346.2,5
1788276600,5322.8,5
1788276601,5309.4,5
1788276602,5288.5,4
1788276603,5275.8,5
1788276604,5263.2,5
1788276605,3954.4,5
1788276606,4906.0,5
1788276607,5597.6,5
1788276608,5574.8,5
1788276609,5548.8,5
1788276610,5535.4,5
1788276611,5536.0,5
1788276612,5510.0,4
1788276613,5514.8,5
1788276614,5503.2,5
1788276615,5488.8,5
1788276616,5503.8,5
1788276617,5509.0,5
1788276618,5518.6,5
1788276619,5528.8,5
1788276620,5544.0,5
1788276621,5551.8,5
1788276622,5571.2,5
1788276623,5582.8,4
1788276624,5611.8,5
1788276625,5638.2,5
1788276626,5664.8,5
1788276627,5677.0,5
1788276628,5683.8,5
1788276629,5747.0,5
1788276630,5723.6,5
1788276631,5724.8,5
1788276632,5775.4,5
1788276633,5892.6,5
1788276634,5923.5,4
1788276635,5937.6,5
1788276636,5931.8,5
1788276637,6274.2,5
1788276638,5786.6,5
1788276639,5938.4,5
1788276640,5990.0,5
1788276641,6084.0,5
1788276642,6071.0,5
1788276643,6088.0,5
1788276644,6141.8,4
1788276645,6088.2,5
1788276646,6079.6,5
1788276647,6063.0,5
1788276648,6067.2,5
1788276649,6052.8,5
1788276650,9267.2,5
1788276651,6348.4,5
1788276652,6246.6,5
1788276653,6302.2,4
1788276654,6347.2,5
1788276655,6397.2,5
1788276656,6435.6,5
1788276657,6499.4,5
1788276658,6539.2,5
1788276659,6576.8,5
1788276660,6594.0,5
1788276661,6615.6,5
1788276662,6644.8,4
1788276663,6650.2,5
1788276664,6662.2,5
1788276665,6667.8,5
1788276666,6668.0,5
1788276667,6653.6,5
1788276668,6670.4,5
1788276669,6646.4,5
1788276670,6647.8,4
1788276671,6634.4,5
1788276672,6619.0,5
1788276673,6612.8,5
1788276674,6583.6,5
1788276675,6556.8,5
1788276676,6545.2,5
1788276677,6538.0,5
1788276678,6510.2,5
1788276679,6495.2,4
1788276680,6484.2,5
1788276681,6469.2,5
1788276682,6457.0,5
1788276683,6427.4,5
1788276684,6420.4,5
1788276685,6409.0,5
1788276686,6372.6,5
1788276687,6377.2,4
1788276688,6343.2,5
1788276689,6343.4,5
1788276690,6309.8,5
1788276691,6303.6,5
1788276692,6293.0,5
1788276693,6254.8,5
1788276694,6236.6,5
1788276695,6232.2,4
1788276696,6216.6,5
1788276697,6191.4,5
1788276698,6185.2,5
1788276699,6149.0,5
1788276700,6143.0,5
1788276701,6140.0,5
1788276702,6127.0,4
1788276703,6115.8,5
1788276704,4443.4,5
1788276705,6118.0,5
1788276706,6329.8,5
1788276707,6277.0,5
1788276708,6213.4,5
1788276709,6157.8,5
1788276710,6107.2,5
1788276711,6072.8,5
1788276712,6038.8,4
1788276713,6028.0,5
1788276714,5991.4,5
1788276715,5993.4,5
1788276716,5974.0,5
1788276717,5979.4,5
1788276718,5980.0,5
1788276719,5974.6,5
1788276720,5990.4,5
1788276721,5989.2,5
1788276722,6040.6,5
1788276723,6213.8,4
1788276724,6010.6,5
1788276725,5969.8,5
1788276726,5978.0,5
1788276727,6012.8,5
1788276728,6032.6,5
1788276729,6056.2,5
1788276730,6082.0,5
1788276731,6121.8,5
1788276732,6137.8,5
1788276733,6172.0,5
1788276734,6185.0,4
1788276735,6211.8,5
1788276736,6203.8,5
1788276737,6236.2,5
1788276738,6217.0,5
1788276739,6234.0,5
1788276740,6352.2,5
1788276741,6378.6,5
1788276742,6405.6,5
1788276743,8258.8,5
1788276744,6089.8,4
1788276745,6177.2,5
1788276746,6232.4,5
1788276747,6321.8,5
1788276748,6371.2,5
1788276749,6442.0,5
1788276750,6494.4,5
1788276751,6558.2,5
1788276752,6615.8,5
1788276753,6659.0,5
1788276754,6692.2,4
1788276755,6715.4,5
1788276756,6755.6,5
1788276757,6761.4,5
1788276758,6776.4,5
1788276759,6799.2,5
1788276760,6815.2,5
1788276761,6819.8,5
1788276762,6819.8,5
1788276763,6837.2,4
1788276764,6818.6,5
1788276765,6839.0,5
1788276766,6801.8,5
1788276767,6802.8,5
1788276768,6798.4,5
1788276769,6769.6,5
1788276770,6771.2,5
1788276771,6747.6,5
1788276772,6723.5,4
1788276773,6706.4,5
1788276774,6662.4,5
1788276775,6649.8,5
1788276776,6606.8,5
1788276777,6573.4,5
1788276778,6565.8,5
1788276779,6535.8,5
1788276780,6540.2,5
1788276781,6500.5,4
1788276782,6475.2,5
1788276783,6450.2,5
1788276784,6424.4,5
1788276785,6388.8,5
1788276786,6379.0,5
1788276787,6356.6,5
1788276788,6344.0,5
1788276789,6309.4,5
1788276790,6313.5,4
1788276791,6295.4,5
1788276792,6298.6,5
1788276793,4720.0,5
1788276794,5051.8,5
1788276795,5384.8,5
1788276796,5365.8,5
1788276797,5376.8,5
1788276798,5388.0,5
1788276799,5380.0,5
1788276800,5351.8,4
1788276801,5483.6,5
1788276802,5458.0,5
1788276803,5473.0,5
1788276804,5466.6,5
1788276805,5482.2,5
1788276806,5492.0,5
1788276807,5458.0,5
1788276808,5449.2,5
1788276809,5474.4,5
1788276810,5459.0,4
1788276811,5444.4,5
1788276812,5436.6,5
1788276813,5672.8,5
1788276814,5473.2,5
1788276815,5476.8,5
1788276816,5496.8,5
1788276817,5466.0,5
1788276818,5467.6,5
1788276819,5588.8,5
1788276820,5441.2,5
1788276821,5426.5,4
1788276822,5381.6,5
1788276823,5416.6,5
1788276824,5388.0,5
1788276825,5410.8,5
1788276826,5379.8,5
1788276827,5416.6,5
1788276828,5379.4,5
1788276829,5380.6,5
1788276830,5373.0,5
1788276831,5394.5,4
1788276832,5392.8,5
1788276833,5372.2,5
1788276834,5363.8,5
1788276835,5381.2,5
1788276836,5358.6,5
1788276837,5404.0,5
1788276838,5376.4,5
1788276839,5392.4,5
1788276840,5383.0,5
1788276841,5372.2,4
1788276842,5354.6,5
1788276843,5381.2,5
1788276844,5400.4,5
1788276845,11447.0,5
1788276846,9414.8,5
1788276847,8752.4,5
1788276848,7977.0,5
1788276849,7652.6,5
1788276850,7190.6,5
1788276851,6802.5,4
1788276852,6609.8,5
1788276853,6402.6,5
1788276854,6415.6,5
1788276855,6172.4,5
1788276856,5973.2,5
1788276857,5879.2,5
1788276858,5814.2,5
1788276859,5755.2,4
1788276860,5703.0,5
1788276861,5629.2,5
1788276862,5582.2,5
1788276863,5539.8,5
1788276864,5504.4,5
1788276865,5439.2,5
1788276866,5395.2,5
1788276867,5355.4,5
1788276868,5328.5,4
1788276869,5285.6,5
1788276870,5251.2,5
1788276871,5221.0,5
1788276872,5187.8,5
1788276873,5159.0,5
1788276874,5127.4,5
1788276875,5100.4,5
1788276876,5094.0,5
1788276877,5103.5,4
1788276878,5108.2,5
1788276879,5098.2,5
1788276880,5076.4,5
1788276881,5075.6,5
1788276882,5079.8,5
1788276883,5080.0,5
1788276884,5085.8,5
1788276885,5081.0,4
1788276886,5076.8,5
1788276887,5075.2,5
1788276888,5086.6,5
1788276889,5072.4,5
1788276890,5059.2,5
1788276891,5066.6,5
1788276892,5064.0,5
1788276893,5030.6,5
1788276894,5055.5,4
1788276895,5033.4,5
1788276896,5058.6,5
1788276897,4579.2,5
1788276898,3944.2,5
1788276899,5177.6,5
1788276900,5471.2,5
1788276901,5436.4,5
1788276902,5405.4,5
1788276903,5410.2,4
1788276904,5404.4,5
1788276905,5403.0,5
1788276906,5400.2,5
1788276907,5402.6,5
1788276908,5428.4,5
1788276909,5426.6,5
1788276910,5451.0,5
1788276911,5463.0,5
1788276912,5480.6,5
1788276913,5501.8,4
1788276914,5526.2,5
1788276915,5552.8,5
1788276916,5575.2,5
1788276917,5606.4,5
1788276918,5636.4,5
1788276919,5660.2,5
1788276920,5694.0,5
1788276921,5728.0,5
1788276922,5761.8,5
1788276923,5794.8,5
1788276924,5811.5,4
1788276925,5867.6,5
1788276926,5886.0,5
1788276927,5903.4,5
1788276928,5920.6,5
1788276929,5982.4,5
1788276930,5954.8,5
1788276931,5980.0,5
1788276932,5949.6,5
1788276933,6187.0,5
1788276934,6000.2,4
1788276935,6160.2,5
1788276936,6150.0,5
1788276937,6147.6,5
1788276938,6200.4,5
1788276939,6248.2,5
1788276940,6401.0,5
1788276941,6246.8,5
1788276942,6279.2,5
1788276943,6310.8,5
1788276944,6352.5,4
1788276945,6318.4,5
1788276946,6276.0,5
1788276947,6302.8,5
1788276948,6314.0,5
1788276949,9342.2,5
1788276950,6125.0,5
1788276951,6259.0,5
1788276952,6345.8,5
1788276953,6423.8,4
1788276954,6500.4,5
1788276955,6578.0,5
1788276956,6625.6,5
1788276957,6688.2,5
1788276958,6723.6,5
1788276959,6766.4,5
1788276960,6778.4,5
1788276961,6790.4,5
1788276962,6811.5,4
1788276963,6810.2,5
1788276964,6818.6,5
1788276965,6825.6,5
1788276966,6818.2,5
1788276967,6808.4,5
1788276968,6805.4,5
1788276969,6787.6,5
1788276970,6769.0,4
1788276971,6750.0,5
1788276972,6752.0,5
1788276973,6735.6,5
1788276974,6704.6,5
1788276975,6684.4,5
1788276976,6636.2,5
1788276977,6576.8,5
1788276978,6547.4,5
1788276979,6509.8,4
1788276980,6459.0,5
1788276981,6419.6,5
1788276982,6387.4,5
1788276983,6362.2,5
1788276984,6327.2,5
1788276985,6303.0,5
1788276986,6277.0,5
1788276987,6237.8,5
1788276988,6223.0,4
1788276989,6188.0,5
1788276990,6166.4,5
1788276991,6122.8,5
1788276992,6098.6,5
1788276993,6078.4,5
1788276994,6053.8,5
1788276995,6037.8,5
1788276996,6020.2,4
1788276997,5987.6,5
1788276998,5965.2,5
1788276999,5944.0,5
1788277000,5928.6,5
1788277001,5891.8,5
1788277002,4770.2,5
1788277003,5552.8,5
1788277004,5774.0,5
1788277005,5869.2,4
1788277006,5800.0,5
1788277007,5777.0,5
1788277008,5751.8,5
1788277009,5731.2,5
1788277010,5725.2,5
1788277011,5705.8,5
1788277012,5699.2,5
1788277013,5689.8,5
1788277014,5684.4,5
1788277015,5689.8,5
1788277016,5696.8,4
1788277017,5699.0,5
1788277018,5718.2,5
1788277019,5730.4,5
1788277020,5760.6,5
1788277021,5779.0,5
1788277022,5794.8,5
1788277023,5795.0,5
1788277024,5809.0,5
1788277025,5832.4,5
1788277026,5844.5,4
1788277027,5856.4,5
1788277028,5887.4,5
1788277029,5923.4,5
1788277030,5949.4,5
1788277031,5981.4,5
1788277032,6008.8,5
1788277033,6041.4,5
1788277034,6700.2,5
1788277035,5403.4,5
1788277036,5970.0,4
1788277037,6117.8,5
1788277038,6150.0,5
1788277039,6196.8,5
1788277040,6223.2,5
1788277041,6253.8,5
1788277042,6670.6,5
1788277043,7422.4,5
1788277044,6074.6,5
1788277045,6151.8,5
1788277046,6228.2,4
1788277047,6297.2,5
1788277048,6351.6,5
1788277049,6414.8,5
1788277050,6475.0,5
1788277051,6517.0,5
1788277052,6552.2,5
1788277053,6549.2,5
1788277054,6565.6,5
1788277055,6599.8,4
1788277056,6617.6,5
1788277057,6653.8,5
1788277058,6663.2,5
1788277059,6695.8,5
1788277060,6712.4,5
1788277061,6678.6,5
1788277062,6656.6,5
1788277063,6666.4,5
1788277064,6664.2,4
1788277065,6663.6,5
1788277066,6658.4,5
1788277067,6645.4,5
1788277068,6628.6,5
1788277069,6622.8,5
1788277070,6614.2,5
1788277071,6603.4,5
1788277072,6562.0,5
1788277073,6511.8,5
1788277074,6496.8,4
1788277075,6445.2,5
1788277076,6416.8,5
1788277077,6396.4,5
1788277078,6354.0,5
1788277079,6347.0,5
1788277080,6304.0,5
1788277081,6270.0,5
1788277082,6231.2,5
1788277083,6225.8,4
1788277084,6188.2,5
1788277085,6161.8,5
1788277086,6138.2,5
1788277087,6123.2,5
1788277088,6114.4,5
1788277089,6126.0,5
1788277090,6129.2,5
1788277091,6050.0,5
1788277092,3833.5,4
1788277093,4947.8,5
1788277094,5410.8,5
1788277095,5408.8,5
1788277096,5376.2,5
1788277097,5375.4,5
1788277098,5389.0,5
1788277099,5393.2,5
1788277100,5481.0,5
1788277101,5471.8,5
1788277102,5460.0,4
1788277103,5490.4,5
1788277104,5480.4,5
1788277105,5494.2,5
1788277106,5491.8,5
1788277107,5486.0,5
1788277108,5486.6,5
1788277109,5493.4,5
1788277110,5470.8,5
1788277111,5470.6,5
1788277112,5471.5,4
1788277113,5493.2,5
1788277114,5485.8,5
1788277115,5495.8,5
1788277116,5462.2,5
1788277117,5467.6,5
1788277118,5470.8,5
1788277119,5448.6,5
1788277120,5393.0,5
1788277121,5396.4,5
1788277122,5392.5,4
1788277123,5389.4,5
1788277124,5377.2,5
1788277125,5367.2,5
1788277126,5386.8,5
1788277127,5370.0,5
1788277128,5404.4,5
1788277129,5435.0,5
1788277130,5374.0,5
1788277131,5364.4,5
1788277132,5382.8,4
1788277133,5380.4,5
1788277134,5399.6,5
1788277135,5363.0,5
1788277136,5352.0,5
1788277137,5394.8,5
1788277138,5389.4,5
1788277139,5394.4,5
1788277140,5392.2,5
1788277141,5373.0,5
1788277142,5375.2,4
1788277143,5405.6,5
1788277144,10957.8,5
1788277145,8935.6,5
1788277146,8126.6,5
1788277147,7699.6,5
1788277148,7383.4,5
1788277149,6857.6,5
1788277150,6602.0,5
1788277151,6459.2,4
1788277152,6408.6,5
1788277153,6238.8,5
1788277154,6004.6,5
1788277155,5920.2,5
1788277156,5845.2,5
1788277157,5793.0,5
1788277158,5730.8,5
1788277159,5671.4,5
1788277160,5645.5,4
1788277161,5591.0,5
1788277162,5542.4,5
1788277163,5500.0,5
1788277164,5451.2,5
1788277165,5410.4,5
1788277166,5377.8,5
1788277167,5342.0,5
1788277168,5294.8,4
1788277169,5281.2,5
1788277170,5249.2,5
1788277171,5209.8,5
1788277172,5204.8,5
1788277173,5179.8,5
1788277174,5123.2,5
1788277175,5140.0,5
1788277176,5147.4,5
1788277177,5144.8,4
1788277178,5145.0,5
1788277179,5136.2,5
1788277180,5138.2,5
1788277181,5196.8,5
1788277182,5034.2,5
1788277183,5092.0,5
1788277184,5095.2,5
1788277185,5105.4,5
1788277186,5123.5,4
1788277187,5105.6,5
1788277188,5084.6,5
1788277189,5106.0,5
1788277190,5105.8,5
1788277191,5074.0,5
1788277192,5088.6,5
1788277193,5057.8,5
1788277194,5055.5,4
1788277195,5055.4,5
1788277196,3649.4,5
1788277197,4986.8,5
1788277198,5152.2,5
1788277199,5415.8,5
1788277200,5363.4,5
1788277201,5364.2,5
1788277202,5342.0,5
1788277203,5335.6,5
1788277204,5334.8,4
1788277205,5344.6,5
1788277206,5352.2,5
1788277207,5369.0,5
1788277208,5377.8,5
1788277209,5408.6,5
1788277210,5419.0,5
1788277211,5433.8,5
1788277212,5463.6,5
1788277213,5489.6,5
1788277214,5502.5,4
1788277215,5518.6,5
1788277216,5546.4,5
1788277217,5570.2,5
1788277218,5602.6,5
1788277219,5635.6,5
1788277220,5664.6,5
1788277221,5695.2,5
1788277222,5732.0,5
1788277223,5778.6,5
1788277224,5772.0,4
1788277225,5811.0,5
1788277226,5852.4,5
1788277227,5858.2,5
1788277228,5897.2,5
1788277229,5928.2,5
1788277230,5962.6,5
1788277231,5967.6,5
1788277232,5966.2,5
1788277233,5985.0,5
1788277234,6129.8,5
1788277235,6148.5,4
1788277236,6144.4,5
1788277237,6149.8,5
1788277238,6162.2,5
1788277239,6238.2,5
1788277240,6307.2,5
1788277241,6288.0,5
1788277242,6334.2,5
1788277243,6266.2,5
1788277244,6296.8,4
