unix_second,mean_cpu_power_mW,n_samples
1788286528,15049.6,5
1788286529,15056.2,5
1788286530,15012.6,5
1788286531,14984.4,5
1788286532,15017.0,4
1788286533,12037.4,5
1788286534,6487.8,5
1788286535,6458.2,5
1788286536,6435.4,5
1788286537,6397.2,5
1788286538,6400.4,5
1788286539,6412.4,5
1788286540,6356.6,5
1788286541,6363.6,5
1788286542,6331.8,4
1788286543,6378.6,5
1788286544,6349.8,5
1788286545,6337.6,5
1788286546,6438.0,5
1788286547,7952.8,5
1788286548,6334.4,5
1788286549,6323.4,5
1788286550,6305.0,5
1788286551,6330.4,5
1788286552,6306.5,4
1788286553,6339.4,5
1788286554,6314.2,5
1788286555,6317.0,5
1788286556,6309.0,5
1788286557,6279.2,5
1788286558,6290.4,5
1788286559,6294.0,5
1788286560,6297.2,5
1788286561,6286.6,5
1788286562,6306.8,5
1788286563,6309.5,4
1788286564,6302.8,5
1788286565,6320.2,5
1788286566,6308.2,5
1788286567,6281.8,5
1788286568,6349.2,5
1788286569,6297.0,5
1788286570,6284.6,5
1788286571,6278.6,5
1788286572,6352.4,5
1788286573,6265.2,4
1788286574,6275.4,5
1788286575,6293.2,5
1788286576,6248.4,5
1788286577,6286.4,5
1788286578,6262.8,5
1788286579,6300.0,5
1788286580,6261.8,5
1788286581,6317.0,5
1788286582,6278.4,5
1788286583,6264.2,5
1788286584,6273.5,4
1788286585,18302.6,5
1788286586,21253.0,5
1788286587,20306.2,5
1788286588,19425.0,5
1788286589,18878.2,5
1788286590,18579.0,5
1788286591,18322.0,5
1788286592,17834.0,5
1788286593,17573.2,4
1788286594,17372.6,5
1788286595,17206.8,5
1788286596,16984.4,5
1788286597,16827.6,5
1788286598,16709.8,5
1788286599,16862.6,5
1788286600,16462.6,5
1788286601,16352.2,5
1788286602,16353.5,4
1788286603,16201.4,5
1788286604,16124.0,5
1788286605,16032.0,5
1788286606,16012.2,5
1788286607,15990.0,5
1788286608,15937.0,5
1788286609,16071.2,5
1788286610,15802.2,5
1788286611,15706.0,5
1788286612,15661.2,4
1788286613,15629.6,5
1788286614,15575.2,5
1788286615,15632.0,5
1788286616,15539.2,5
1788286617,15530.2,5
1788286618,15421.2,5
1788286619,15539.6,5
1788286620,15426.0,5
1788286621,15409.2,5
1788286622,15319.5,4
1788286623,15300.2,5
1788286624,15367.2,5
1788286625,15308.6,5
1788286626,15268.4,5
1788286627,15205.4,5
1788286628,15236.4,5
1788286629,15258.2,5
1788286630,13628.2,5
1788286631,7569.0,4
1788286632,7429.4,5
1788286633,7416.8,5
1788286634,7412.4,5
1788286635,7376.6,5
1788286636,7382.4,5
1788286637,7394.4,5
1788286638,7356.0,5
1788286639,7323.4,5
1788286640,7357.0,5
1788286641,7386.5,4
1788286642,7328.2,5
1788286643,7323.2,5
1788286644,7312.4,5
1788286645,7292.2,5
1788286646,7353.8,5
1788286647,7338.8,5
1788286648,7283.6,5
1788286649,7297.8,5
1788286650,7318.0,5
1788286651,7618.4,5
1788286652,7693.0,4
1788286653,7677.8,5
1788286654,7643.8,5
1788286655,7661.0,5
1788286656,7671.4,5
1788286657,7635.6,5
1788286658,7638.4,5
1788286659,7649.6,5
1788286660,7637.0,5
1788286661,7653.0,5
1788286662,7640.2,4
1788286663,7631.6,5
1788286664,7648.6,5
1788286665,7672.4,5
1788286666,7675.6,5
1788286667,7638.0,5
1788286668,7651.6,5
1788286669,7617.0,5
1788286670,7668.2,5
1788286671,9780.0,5
1788286672,22039.2,4
1788286673,20680.6,5
1788286674,19548.2,5
1788286675,19031.6,5
1788286676,18364.4,5
1788286677,17930.6,5
1788286678,17603.4,5
1788286679,17394.6,5
1788286680,17097.8,5
1788286681,16988.4,5
1788286682,16841.6,5
1788286683,16569.0,4
1788286684,16571.8,5
1788286685,16450.0,5
1788286686,16282.0,5
1788286687,16274.8,5
1788286688,16172.2,5
1788286689,16124.4,5
1788286690,16025.8,5
1788286691,16023.6,5
1788286692,15873.4,5
1788286693,15958.5,4
1788286694,15962.6,5
1788286695,15855.0,5
1788286696,15794.2,5
1788286697,15645.4,5
1788286698,15688.0,5
1788286699,15624.8,5
1788286700,15594.0,5
1788286701,15567.8,5
1788286702,15536.4,5
1788286703,15553.5,4
1788286704,15476.2,5
1788286705,15438.0,5
1788286706,15430.2,5
1788286707,15396.4,5
1788286708,15438.0,5
1788286709,15330.4,5
1788286710,15321.2,5
1788286711,15358.0,5
1788286712,15308.6,5
1788286713,15293.5,4
1788286714,9016.6,5
1788286715,5552.8,5
1788286716,5520.2,5
1788286717,5489.4,5
1788286718,5501.6,5
1788286719,5453.4,5
1788286720,5437.6,5
1788286721,5487.6,5
1788286722,5528.8,5
1788286723,5542.8,4
1788286724,5536.2,5
1788286725,5530.2,5
1788286726,5516.4,5
1788286727,5520.2,5
1788286728,5498.0,5
1788286729,5491.6,5
1788286730,5491.6,5
1788286731,5474.4,5
1788286732,5463.4,5
1788286733,5480.8,5
1788286734,5490.5,4
1788286735,5510.6,5
1788286736,5450.8,5
1788286737,5456.0,5
1788286738,5469.0,5
1788286739,5473.0,5
1788286740,5578.4,5
1788286741,5458.4,5
1788286742,5989.2,5
1788286743,5386.5,4
1788286744,5415.0,5
1788286745,5358.8,5
1788286746,5353.0,5
1788286747,5384.4,5
1788286748,5345.6,5
1788286749,5353.0,5
1788286750,5356.6,5
1788286751,5343.4,5
1788286752,5351.6,5
1788286753,5334.0,4
1788286754,5421.4,5
1788286755,5370.4,5
1788286756,5344.4,5
1788286757,5355.8,5
1788286758,5336.6,5
1788286759,5345.6,5
1788286760,5350.4,5
1788286761,5367.4,5
1788286762,5326.4,5
1788286763,5377.8,4
1788286764,5339.4,5
1788286765,5343.8,5
1788286766,16950.0,5
1788286767,19395.2,5
1788286768,19513.4,5
1788286769,19543.8,5
1788286770,19332.0,5
1788286771,18592.0,5
1788286772,18208.6,5
1788286773,17878.0,4
1788286774,17648.0,5
1788286775,17372.6,5
1788286776,17246.4,5
1788286777,16997.6,5
1788286778,16904.6,5
1788286779,16703.4,5
1788286780,16532.4,5
1788286781,16245.0,5
1788286782,16158.6,5
1788286783,16142.0,4
1788286784,16047.0,5
1788286785,15977.4,5
1788286786,15840.4,5
1788286787,16244.0,5
1788286788,16107.2,5
1788286789,16070.0,5
1788286790,15956.4,5
1788286791,15875.6,5
1788286792,15865.2,4
1788286793,15796.2,5
1788286794,15746.4,5
1788286795,15649.0,5
1788286796,15602.4,5
1788286797,15526.8,5
1788286798,15507.2,5
1788286799,15472.0,5
1788286800,15469.6,5
1788286801,15372.8,5
1788286802,15405.8,4
1788286803,15317.8,5
1788286804,15310.8,5
1788286805,15274.8,5
1788286806,15261.0,5
1788286807,15187.2,5
1788286808,10241.4,5
1788286809,6465.2,5
1788286810,6423.4,5
1788286811,6407.6,5
1788286812,6402.8,4
1788286813,6433.2,5
1788286814,6433.8,5
1788286815,6384.0,5
1788286816,6357.0,5
1788286817,6359.0,5
1788286818,6403.0,5
1788286819,6338.0,5
1788286820,6332.0,5
1788286821,6314.6,5
1788286822,6294.8,4
1788286823,6322.0,5
1788286824,6296.6,5
1788286825,6286.4,5
1788286826,6323.2,5
1788286827,6346.2,5
1788286828,6305.2,5
1788286829,6492.6,5
1788286830,6273.4,5
1788286831,6266.8,5
1788286832,6268.4,5
1788286833,6285.2,4
1788286834,6267.6,5
1788286835,6262.2,5
1788286836,6311.0,5
1788286837,6311.0,5
1788286838,6286.2,5
1788286839,6307.4,5
1788286840,6295.8,5
1788286841,6291.4,5
1788286842,6283.2,5
1788286843,6299.5,4
1788286844,6288.0,5
1788286845,6282.8,5
1788286846,6275.8,5
1788286847,6313.0,5
1788286848,6269.4,5
1788286849,6295.4,5
1788286850,6252.2,5
1788286851,6261.6,5
1788286852,6267.2,5
1788286853,6282.8,4
1788286854,6293.4,5
1788286855,6274.0,5
1788286856,6254.8,5
1788286857,6292.0,5
1788286858,6270.2,5
1788286859,6316.0,5
1788286860,19525.6,5
1788286861,21185.8,5
1788286862,20443.6,5
1788286863,19590.2,4
1788286864,19154.6,5
1788286865,18703.0,5
1788286866,18479.8,5
1788286867,18219.8,5
1788286868,17778.6,5
1788286869,17578.6,5
1788286870,17402.0,5
1788286871,17199.0,5
1788286872,16998.8,4
1788286873,16969.8,5
1788286874,16835.6,5
1788286875,16716.8,5
1788286876,16644.8,5
1788286877,16528.2,5
1788286878,16577.8,5
1788286879,16522.8,5
1788286880,16142.6,5
1788286881,16068.2,4
1788286882,15834.8,5
1788286883,15888.2,5
1788286884,15805.2,5
1788286885,15937.2,5
1788286886,15745.2,5
1788286887,15680.4,5
1788286888,15685.2,5
1788286889,15676.4,5
1788286890,15641.6,5
1788286891,15716.8,4
1788286892,15574.6,5
1788286893,15532.2,5
1788286894,15561.2,5
1788286895,15525.8,5
1788286896,15523.0,5
1788286897,15489.4,5
1788286898,15398.2,5
1788286899,15427.8,5
1788286900,15428.0,5
1788286901,15319.5,4
1788286902,15372.4,5
1788286903,15376.4,5
1788286904,15313.0,5
1788286905,14437.6,5
1788286906,7492.6,5
1788286907,7412.4,5
1788286908,7417.6,5
1788286909,7420.0,5
1788286910,7393.8,5
1788286911,7342.5,4
1788286912,7321.2,5
1788286913,7385.0,5
1788286914,7350.6,5
1788286915,7436.6,5
1788286916,7363.4,5
1788286917,7330.8,5
1788286918,7396.0,5
1788286919,7296.2,5
1788286920,7337.2,5
1788286921,7303.6,5
1788286922,7349.2,4
1788286923,7302.8,5
1788286924,7310.4,5
1788286925,7284.8,5
1788286926,7299.0,5
1788286927,7679.2,5
1788286928,7655.2,5
1788286929,7654.0,5
1788286930,7663.6,5
1788286931,7690.2,5
1788286932,7645.6,5
1788286933,7639.0,4
1788286934,7654.0,5
1788286935,7661.8,5
1788286936,7636.4,5
1788286937,7654.0,5
1788286938,7690.2,5
1788286939,7645.4,5
1788286940,7698.6,5
1788286941,7636.2,5
1788286942,7669.6,5
1788286943,7626.2,4
1788286944,7637.8,5
1788286945,7565.4,5
1788286946,7646.2,5
1788286947,14006.2,5
1788286948,21767.4,5
1788286949,20105.2,5
1788286950,19396.2,5
1788286951,18899.0,5
1788286952,18290.6,5
1788286953,17921.5,4
1788286954,17699.0,5
1788286955,17447.0,5
1788286956,17160.8,5
1788286957,17003.0,5
1788286958,16974.0,5
1788286959,16703.8,5
1788286960,16585.4,5
1788286961,16466.4,5
1788286962,16404.2,5
1788286963,16254.0,5
1788286964,16275.5,4
1788286965,16169.2,5
1788286966,16119.8,5
1788286967,16035.4,5
1788286968,16089.4,5
1788286969,16080.6,5
1788286970,15879.6,5
1788286971,15936.6,5
1788286972,15836.8,5
1788286973,15835.6,5
1788286974,15790.5,4
1788286975,15751.6,5
1788286976,15704.2,5
1788286977,15719.8,5
1788286978,15613.0,5
1788286979,15648.4,5
1788286980,15527.8,5
1788286981,15541.2,5
1788286982,15657.4,5
1788286983,15492.4,5
1788286984,15410.5,4
1788286985,15415.0,5
1788286986,15426.8,5
1788286987,15387.2,5
1788286988,15371.2,5
1788286989,10607.6,5
1788286990,5559.8,5
1788286991,5539.4,5
1788286992,5503.4,5
1788286993,5559.4,5
1788286994,5482.0,4
1788286995,5476.2,5
1788286996,5509.2,5
1788286997,5554.6,5
1788286998,5541.0,5
1788286999,5523.8,5
1788287000,5501.2,5
1788287001,5498.0,5
1788287002,5500.2,5
1788287003,5508.2,5
1788287004,5493.0,5
1788287005,5469.2,4
1788287006,5492.8,5
1788287007,5499.8,5
1788287008,5470.0,5
1788287009,5492.6,5
1788287010,5491.2,5
1788287011,5498.0,5
1788287012,5475.4,5
1788287013,5460.6,5
1788287014,5464.8,5
1788287015,5464.5,4
1788287016,5455.0,5
1788287017,5384.0,5
1788287018,5391.2,5
1788287019,5360.8,5
1788287020,5364.6,5
1788287021,5364.2,5
1788287022,5372.4,5
1788287023,5351.0,5
1788287024,5352.4,5
1788287025,5392.0,4
1788287026,5341.8,5
1788287027,5369.6,5
1788287028,5363.4,5
1788287029,5341.6,5
1788287030,5348.6,5
1788287031,5361.0,5
1788287032,5334.4,5
1788287033,5342.4,5
1788287034,5351.6,5
1788287035,5351.0,4
1788287036,5360.8,5
1788287037,5329.0,5
1788287038,5356.0,5
1788287039,5339.8,5
1788287040,5317.8,5
1788287041,17662.4,5
1788287042,19325.2,5
1788287043,19472.8,5
1788287044,19541.2,4
1788287045,19396.6,5
1788287046,18663.0,5
1788287047,18218.4,5
1788287048,17993.2,5
1788287049,17593.0,5
1788287050,17437.0,5
1788287051,17291.6,5
1788287052,17040.6,5
1788287053,16933.0,5
1788287054,16821.8,4
1788287055,16688.0,5
1788287056,16335.4,5
1788287057,16302.6,5
1788287058,16194.8,5
1788287059,16013.8,5
1788287060,16004.2,5
1788287061,15898.4,5
1788287062,16215.6,5
1788287063,16162.0,5
1788287064,16028.5,4
1788287065,15962.2,5
1788287066,15884.0,5
1788287067,15883.4,5
1788287068,15775.4,5
1788287069,15751.2,5
1788287070,15710.0,5
1788287071,15611.0,5
1788287072,15538.0,5
1788287073,15480.5,4
1788287074,15503.6,5
1788287075,15410.8,5
1788287076,15430.0,5
1788287077,15351.8,5
1788287078,15333.4,5
1788287079,15302.0,5
1788287080,15275.2,5
1788287081,15530.0,5
1788287082,15369.0,5
1788287083,12342.8,5
1788287084,6492.5,4
1788287085,10816.4,5
1788287086,13321.0,5
1788287087,11664.8,5
1788287088,11983.6,5
1788287089,11128.8,5
1788287090,10160.8,5
1788287091,10095.4,5
1788287092,10071.6,5
1788287093,9499.8,5
1788287094,16759.4,5
1788287095,16745.8,5
1788287096,16025.2,5
1788287097,14165.8,4
1788287098,13454.2,5
1788287099,13362.6,5
1788287100,12780.0,5
1788287101,10846.0,5
1788287102,10034.2,5
1788287103,6767.4,5
1788287104,6879.6,5
1788287105,6829.2,5
1788287106,6809.6,5
1788287107,6775.8,5
1788287108,6788.4,5
1788287109,6744.2,4
1788287110,6775.4,5
1788287111,6810.8,5
1788287112,6782.6,5
1788287113,6809.8,5
1788287114,6830.0,5
1788287115,6855.8,5
1788287116,6799.2,5
1788287117,6845.6,5
1788287118,6744.4,5
1788287119,6758.8,5
1788287120,6824.4,5
1788287121,6791.2,4
1788287122,6703.0,5
1788287123,6897.2,5
1788287124,6435.2,5
1788287125,6426.6,5
1788287126,6443.2,5
1788287127,6437.4,5
1788287128,6422.4,5
1788287129,6435.2,5
1788287130,6441.8,5
1788287131,6489.4,5
1788287132,6423.6,5
1788287133,6418.4,5
1788287134,6460.0,4
1788287135,6416.8,5
1788287136,14836.4,5
1788287137,20753.4,5
1788287138,19200.0,5
1788287139,18523.8,5
1788287140,18077.2,5
1788287141,17541.2,5
1788287142,17159.6,5
1788287143,16852.8,5
1788287144,16616.0,5
1788287145,16429.6,5
1788287146,16311.6,5
1788287147,16239.8,4
1788287148,15953.0,5
1788287149,15875.4,5
1788287150,15773.0,5
1788287151,15706.4,5
1788287152,15602.4,5
1788287153,15550.0,5
1788287154,15441.4,5
1788287155,15387.8,5
1788287156,15335.8,5
1788287157,15317.8,5
1788287158,15389.4,5
1788287159,15312.5,4
1788287160,15203.8,5
1788287161,15110.6,5
1788287162,15085.0,5
1788287163,15063.6,5
1788287164,15088.2,5
1788287165,15047.6,5
1788287166,15062.4,5
1788287167,14966.6,5
1788287168,14978.0,5
1788287169,14949.2,5
1788287170,14906.6,5
1788287171,14915.5,4
1788287172,14891.6,5
1788287173,14882.0,5
1788287174,15068.2,5
1788287175,15060.4,5
1788287176,14872.6,5
1788287177,14971.8,5
1788287178,14665.2,5
1788287179,14612.0,5
1788287180,14677.8,5
1788287181,14688.2,5
1788287182,13910.6,5
1788287183,7791.8,4
1788287184,7530.4,5
1788287185,7455.8,5
1788287186,7460.0,5
1788287187,7422.8,5
1788287188,7457.6,5
1788287189,7419.2,5
1788287190,7394.2,5
1788287191,7414.0,5
1788287192,7421.2,5
1788287193,7447.0,5
1788287194,7404.8,5
1788287195,7396.8,5
1788287196,7397.0,4
1788287197,7379.0,5
1788287198,7385.8,5
1788287199,7352.4,5
1788287200,7377.6,5
1788287201,7370.8,5
1788287202,7358.0,5
1788287203,7352.0,5
1788287204,7474.2,5
1788287205,7708.4,5
1788287206,7729.2,5
1788287207,7724.6,5
1788287208,7689.0,4
1788287209,7705.8,5
1788287210,7720.6,5
1788287211,7696.4,5
1788287212,7714.2,5
1788287213,7728.6,5
1788287214,7694.0,5
1788287215,7689.0,5
1788287216,7993.8,5
1788287217,7686.0,5
1788287218,7717.8,5
1788287219,7687.2,5
1788287220,7714.0,5
1788287221,7706.0,4
1788287222,7691.0,5
1788287223,7702.0,5
1788287224,7744.2,5
1788287225,14884.2,5
1788287226,20808.0,5
1788287227,19145.8,5
1788287228,18597.4,5
1788287229,17841.2,5
1788287230,17391.0,5
1788287231,17078.2,5
1788287232,16947.2,5
1788287233,16596.0,4
1788287234,16423.4,5
1788287235,16258.4,5
1788287236,16162.0,5
1788287237,16001.0,5
1788287238,15911.6,5
1788287239,15827.6,5
1788287240,15704.2,5
1788287241,15676.6,5
1788287242,15586.6,5
1788287243,15499.0,5
1788287244,15440.6,5
1788287245,15390.8,5
1788287246,15372.5,4
1788287247,15298.2,5
1788287248,15416.6,5
1788287249,15322.8,5
1788287250,15258.0,5
1788287251,15196.2,5
1788287252,15197.4,5
1788287253,15192.2,5
1788287254,15087.8,5
1788287255,15061.2,5
1788287256,15035.2,5
1788287257,14940.2,5
1788287258,14961.5,4
1788287259,14939.2,5
1788287260,14910.0,5
1788287261,14875.0,5
1788287262,14867.2,5
1788287263,14843.8,5
1788287264,14801.0,5
1788287265,14818.6,5
1788287266,14764.6,5
1788287267,14729.6,5
1788287268,13551.0,5
1788287269,5569.2,5
1788287270,5624.0,4
1788287271,5504.4,5
1788287272,5489.8,5
1788287273,5536.8,5
1788287274,5451.6,5
1788287275,5464.2,5
1788287276,5517.0,5
1788287277,5416.8,5
1788287278,5445.4,5
1788287279,5484.2,5
1788287280,5484.8,5
1788287281,5481.6,5
1788287282,5470.6,5
1788287283,5431.2,4
1788287284,5473.6,5
1788287285,5484.8,5
1788287286,5516.2,5
1788287287,5457.6,5
1788287288,5460.8,5
1788287289,5847.6,5
1788287290,6640.0,5
1788287291,5454.2,5
1788287292,5494.8,5
1788287293,5469.2,5
1788287294,5438.0,5
1788287295,5416.2,4
1788287296,5436.6,5
1788287297,5435.0,5
1788287298,5416.4,5
1788287299,5408.0,5
1788287300,5398.2,5
1788287301,5372.0,5
1788287302,5390.2,5
1788287303,5383.2,5
1788287304,5368.6,5
1788287305,5359.8,5
1788287306,5388.0,5
1788287307,5346.2,4
1788287308,5387.6,5
1788287309,5352.2,5
1788287310,5388.8,5
1788287311,5371.0,5
1788287312,5376.6,5
1788287313,5347.0,5
1788287314,5379.2,5
1788287315,5372.4,5
1788287316,5343.6,5
1788287317,5443.8,5
1788287318,5396.8,5
1788287319,5369.6,5
1788287320,5349.0,4
1788287321,5372.6,5
1788287322,5363.6,5
1788287323,5358.2,5
1788287324,5334.8,5
1788287325,15222.6,5
1788287326,18469.2,5
1788287327,18637.8,5
1788287328,18710.0,5
1788287329,18695.6,5
1788287330,18839.2,5
1788287331,18313.2,5
1788287332,17851.8,4
1788287333,17660.2,5
1788287334,17343.8,5
1788287335,17119.2,5
1788287336,16948.6,5
1788287337,16806.6,5
1788287338,16644.4,5
1788287339,16558.6,5
1788287340,16365.2,5
1788287341,16333.4,5
1788287342,16210.4,5
1788287343,16179.8,5
1788287344,15983.8,4
1788287345,15914.4,5
1788287346,15904.8,5
1788287347,15933.8,5
1788287348,15833.2,5
1788287349,15700.4,5
1788287350,15719.8,5
1788287351,15574.0,5
1788287352,15550.0,5
1788287353,15501.2,5
1788287354,15457.2,5
1788287355,15337.8,5
1788287356,15363.0,4
1788287357,15309.2,5
1788287358,15230.8,5
1788287359,15185.2,5
1788287360,15168.8,5
1788287361,15110.0,5
1788287362,15134.6,5
1788287363,15096.4,5
1788287364,15022.6,5
1788287365,15029.2,5
1788287366,14931.2,5
1788287367,14435.4,5
1788287368,6305.0,4
1788287369,6261.4,5
1788287370,6281.0,5
1788287371,6252.6,5
1788287372,6178.6,5
1788287373,6200.8,5
1788287374,6227.6,5
1788287375,6152.2,5
1788287376,6168.2,5
1788287377,6235.2,5
1788287378,6196.2,5
1788287379,6183.8,5
1788287380,6150.8,4
1788287381,6140.4,5
1788287382,6131.2,5
1788287383,6188.6,5
1788287384,6136.8,5
1788287385,6138.2,5
1788287386,6131.2,5
1788287387,6169.6,5
1788287388,6102.0,5
1788287389,6113.6,5
1788287390,6119.4,5
1788287391,6086.6,5
1788287392,6100.6,5
1788287393,6107.2,4
1788287394,6078.2,5
1788287395,6109.0,5
1788287396,6094.6,5
1788287397,6084.2,5
1788287398,6114.4,5
1788287399,6075.8,5
1788287400,6629.6,5
1788287401,6220.2,5
1788287402,6137.4,5
1788287403,6164.6,5
1788287404,6089.4,5
1788287405,6140.6,5
1788287406,6098.5,4
1788287407,6088.2,5
1788287408,6109.4,5
1788287409,6093.6,5
1788287410,6181.8,5
1788287411,6132.6,5
1788287412,6197.0,5
1788287413,6202.4,5
1788287414,6079.0,5
1788287415,6118.4,5
1788287416,6093.4,5
1788287417,6119.0,5
1788287418,6097.8,4
1788287419,6103.6,5
1788287420,6077.6,5
1788287421,6126.2,5
1788287422,6078.8,5
1788287423,6127.2,5
1788287424,6084.4,5
1788287425,6098.2,5
1788287426,6063.6,5
1788287427,15454.8,5
1788287428,20917.0,5
1788287429,19583.2,5
1788287430,18751.8,5
1788287431,18266.0,4
1788287432,17993.8,5
1788287433,17534.4,5
1788287434,17082.4,5
1788287435,16810.0,5
1788287436,16564.8,5
1788287437,16359.0,5
1788287438,16200.2,5
1788287439,16130.6,5
1788287440,15863.6,5
1788287441,15786.8,5
1788287442,15680.2,5
1788287443,15574.2,4
1788287444,15476.8,5
1788287445,15401.4,5
1788287446,15367.2,5
1788287447,15280.6,5
1788287448,15216.4,5
1788287449,15449.2,5
1788287450,15256.6,5
1788287451,15226.8,5
1788287452,15185.0,5
1788287453,15225.0,5
1788287454,15158.0,5
1788287455,15078.0,4
1788287456,15070.6,5
1788287457,14954.6,5
1788287458,14940.2,5
1788287459,14847.2,5
1788287460,14893.2,5
1788287461,14920.0,5
1788287462,14838.0,5
1788287463,14823.6,5
1788287464,14712.2,5
1788287465,14778.0,5
1788287466,14750.0,4
1788287467,14680.2,5
1788287468,14667.0,5
1788287469,14615.4,5
1788287470,14690.6,5
1788287471,14598.4,5
1788287472,14608.6,5
1788287473,14566.8,5
1788287474,14577.0,5
1788287475,14551.0,5
1788287476,10503.2,4
1788287477,8080.0,5
1788287478,8145.0,5
1788287479,8150.2,5
1788287480,8245.0,5
1788287481,8371.6,5
1788287482,8390.0,5
1788287483,8276.6,5
1788287484,8159.0,5
1788287485,8074.4,5
1788287486,8101.8,4
1788287487,8090.0,5
1788287488,8120.4,5
1788287489,8112.8,5
1788287490,8087.8,5
1788287491,8089.4,5
1788287492,8080.8,5
1788287493,8095.0,5
1788287494,8067.4,5
1788287495,8079.4,5
1788287496,8094.2,4
1788287497,8149.4,5
1788287498,8139.4,5
1788287499,8155.6,5
1788287500,8125.4,5
1788287501,8131.8,5
1788287502,8142.4,5
1788287503,8196.8,5
1788287504,8154.0,5
1788287505,8161.8,5
1788287506,8130.0,4
1788287507,8131.8,5
1788287508,8100.6,5
1788287509,8140.2,5
1788287510,8122.6,5
1788287511,8136.2,5
1788287512,8104.4,5
1788287513,8159.2,5
1788287514,8099.2,5
1788287515,8118.6,5
1788287516,8171.0,4
1788287517,21459.2,5
1788287518,19176.6,5
1788287519,17977.8,5
1788287520,17587.2,5
1788287521,17016.8,5
1788287522,16734.8,5
1788287523,16478.8,5
1788287524,16297.0,5
1788287525,16105.0,5
1788287526,16008.0,4
1788287527,15836.0,5
1788287528,15690.4,5
1788287529,15650.6,5
1788287530,15552.6,5
1788287531,15439.4,5
1788287532,15416.6,5
1788287533,15366.6,5
1788287534,15436.0,5
1788287535,15084.8,4
1788287536,15073.2,5
1788287537,15018.8,5
1788287538,14983.4,5
1788287539,14952.6,5
1788287540,14946.8,5
1788287541,14943.6,5
1788287542,14895.8,5
1788287543,14816.4,5
1788287544,14821.0,5
1788287545,14771.0,4
1788287546,14733.6,5
1788287547,14739.8,5
1788287548,14717.6,5
1788287549,14690.6,5
1788287550,14626.0,5
1788287551,14611.4,5
1788287552,14579.0,5
1788287553,14573.8,5
1788287554,14550.8,5
1788287555,14586.8,4
1788287556,14511.2,5
1788287557,14503.4,5
1788287558,8351.6,5
1788287559,5581.0,5
1788287560,5551.6,5
1788287561,5507.4,5
1788287562,5550.6,5
1788287563,5480.0,5
1788287564,5493.2,4
1788287565,5522.6,5
1788287566,5457.0,5
1788287567,5517.2,5
1788287568,5440.4,5
1788287569,5509.8,5
1788287570,5532.2,5
1788287571,5469.8,5
1788287572,5477.8,5
1788287573,5460.4,5
1788287574,5463.5,4
1788287575,5460.4,5
1788287576,5691.0,5
1788287577,5463.6,5
1788287578,5473.2,5
1788287579,5463.4,5
1788287580,5456.2,5
1788287581,5463.0,5
1788287582,5452.8,5
1788287583,5416.6,5
1788287584,5444.2,4
1788287585,5446.2,5
1788287586,5438.2,5
1788287587,5440.4,5
1788287588,5415.0,5
1788287589,5388.0,5
1788287590,5389.4,5
1788287591,5382.4,5
1788287592,5391.8,5
1788287593,5428.6,5
1788287594,5382.0,4
1788287595,5425.8,5
1788287596,5462.0,5
1788287597,5384.6,5
1788287598,5387.6,5
1788287599,5410.6,5
1788287600,5355.0,5
1788287601,5378.6,5
1788287602,5382.2,5
1788287603,5385.0,5
1788287604,5360.8,4
1788287605,5361.6,5
1788287606,5383.0,5
1788287607,5371.4,5
1788287608,5370.0,5
1788287609,5352.0,5
1788287610,5364.0,5
1788287611,5358.2,5
1788287612,5389.4,5
1788287613,5333.2,5
1788287614,8941.0,4
1788287615,18361.0,5
1788287616,18730.0,5
1788287617,18759.8,5
1788287618,18841.4,5
1788287619,18505.8,5
1788287620,17875.0,5
1788287621,17501.2,5
1788287622,17215.0,5
1788287623,16936.8,5
1788287624,16754.8,4
1788287625,16610.4,5
1788287626,16450.4,5
1788287627,16319.2,5
1788287628,16261.8,5
1788287629,16001.6,5
1788287630,15811.4,5
1788287631,15774.2,5
1788287632,15639.8,5
1788287633,15510.6,5
1788287634,15466.8,4
1788287635,15478.2,5
1788287636,15445.0,5
1788287637,15365.4,5
1788287638,15298.4,5
1788287639,15223.0,5
1788287640,15162.8,5
1788287641,15055.4,5
1788287642,15106.6,5
1788287643,14999.2,4
1788287644,14948.0,5
1788287645,14877.4,5
1788287646,14875.6,5
1788287647,14844.6,5
1788287648,14789.6,5
1788287649,14746.6,5
1788287650,14745.2,5
1788287651,14680.8,5
1788287652,14592.5,4
1788287653,14635.2,5
1788287654,14644.6,5
1788287655,14657.4,5
1788287656,14482.0,5
1788287657,9515.0,5
1788287658,6327.0,5
1788287659,6331.2,5
1788287660,6324.2,5
1788287661,6156.8,5
1788287662,6255.0,4
1788287663,6198.0,5
1788287664,6249.2,5
1788287665,6163.8,5
1788287666,6165.2,5
1788287667,6219.4,5
1788287668,6174.6,5
1788287669,6143.4,5
1788287670,6135.2,5
1788287671,6157.0,5
1788287672,6153.8,4
1788287673,6119.0,5
1788287674,6154.0,5
1788287675,6122.8,5
1788287676,6114.0,5
1788287677,6131.6,5
1788287678,6109.4,5
1788287679,6095.4,5
1788287680,6095.0,5
1788287681,6107.2,5
1788287682,6093.2,4
1788287683,6100.8,5
1788287684,6127.2,5
1788287685,6098.2,5
1788287686,6110.6,5
1788287687,6118.2,5
1788287688,6083.0,5
1788287689,6171.0,5
1788287690,6084.0,5
1788287691,6135.0,5
